suite,case,family,strategy,repeat,config_name,config,raw_outcome,final_classification,stop_reason,truncation,saw_unknown,root_outcome,proposals,unique_programs,verification_calls,cache_hits,states_explored,nodes,patch_len,accepted_chain_len,exit_code,wall_ms,replay_exit,replay_wall_ms,replay_ok,model_sha256,contract_sha256,binary_sha256,source_id,artifact_path,reused_from_previous
pilot,p3_same,three_defects,b,2,main,"{""candidate_budget"":64,""max_depth"":4,""max_total_edits"":4,""verification_budget"":64}",analysis_unknown,analysis_unknown,root-unknown,,True,UNKNOWN,0,1,1,0,20001,1,0,0,3,689,0,1362,True,19fd91b21fb876402c34937eb3ffda419ff4f79065ba76f1a94a02aa865b6e2c,7395bc4059b70d512abd1334c8e2f11243f59eb5340d81430e4df5a94c34bb3f,65a8f633f986e890d2e4256700db3ab62c1ee3b69418af30e61531b3c96b62c6,e8480c4a54840e68d7cf3a62c5075e4fc02e6966+dirty:e3b0c44298fc,/Users/kevin/local-repos/ConcIR/experiments/pilot-v1/raw/pilot/p3_same__main__b__r2/artifact.json,False
pilot,p3_same,three_defects,b,3,main,"{""candidate_budget"":64,""max_depth"":4,""max_total_edits"":4,""verification_budget"":64}",analysis_unknown,analysis_unknown,root-unknown,,True,UNKNOWN,0,1,1,0,20001,1,0,0,3,690,0,1369,True,19fd91b21fb876402c34937eb3ffda419ff4f79065ba76f1a94a02aa865b6e2c,7395bc4059b70d512abd1334c8e2f11243f59eb5340d81430e4df5a94c34bb3f,65a8f633f986e890d2e4256700db3ab62c1ee3b69418af30e61531b3c96b62c6,e8480c4a54840e68d7cf3a62c5075e4fc02e6966+dirty:e3b0c44298fc,/Users/kevin/local-repos/ConcIR/experiments/pilot-v1/raw/pilot/p3_same__main__b__r3/artifact.json,False
pilot,p3_same,three_defects,b,1,tight,"{""candidate_budget"":8,""max_depth"":1,""max_total_edits"":1,""verification_budget"":4}",analysis_unknown,analysis_unknown,root-unknown,,True,UNKNOWN,0,1,1,0,20001,1,0,0,3,687,0,1359,True,19fd91b21fb876402c34937eb3ffda419ff4f79065ba76f1a94a02aa865b6e2c,7395bc4059b70d512abd1334c8e2f11243f59eb5340d81430e4df5a94c34bb3f,65a8f633f986e890d2e4256700db3ab62c1ee3b69418af30e61531b3c96b62c6,e8480c4a54840e68d7cf3a62c5075e4fc02e6966+dirty:e3b0c44298fc,/Users/kevin/local-repos/ConcIR/experiments/pilot-v1/raw/pilot/p3_same__tight__b__r1/artifact.json,False
pilot,p3_same,three_defects,c,1,main,"{""candidate_budget"":64,""max_depth"":4,""max_total_edits"":4,""verification_budget"":64}",analysis_unknown,analysis_unknown,root-unknown,,True,UNKNOWN,0,1,1,0,20001,1,0,0,3,693,0,1367,True,19fd91b21fb876402c34937eb3ffda419ff4f79065ba76f1a94a02aa865b6e2c,7395bc4059b70d512abd1334c8e2f11243f59eb5340d81430e4df5a94c34bb3f,65a8f633f986e890d2e4256700db3ab62c1ee3b69418af30e61531b3c96b62c6,e8480c4a54840e68d7cf3a62c5075e4fc02e6966+dirty:e3b0c44298fc,/Users/kevin/local-repos/ConcIR/experiments/pilot-v1/raw/pilot/p3_same__main__c__r1/artifact.json,False
pilot,p3_same,three_defects,c,2,main,"{""candidate_budget"":64,""max_depth"":4,""max_total_edits"":4,""verification_budget"":64}",analysis_unknown,analysis_unknown,root-unknown,,True,UNKNOWN,0,1,1,0,20001,1,0,0,3,692,0,1368,True,19fd91b21fb876402c34937eb3ffda419ff4f79065ba76f1a94a02aa865b6e2c,7395bc4059b70d512abd1334c8e2f11243f59eb5340d81430e4df5a94c34bb3f,65a8f633f986e890d2e4256700db3ab62c1ee3b69418af30e61531b3c96b62c6,e8480c4a54840e68d7cf3a62c5075e4fc02e6966+dirty:e3b0c44298fc,/Users/kevin/local-repos/ConcIR/experiments/pilot-v1/raw/pilot/p3_same__main__c__r2/artifact.json,False
pilot,p3_same,three_defects,c,3,main,"{""candidate_budget"":64,""max_depth"":4,""max_total_edits"":4,""verification_budget"":64}",analysis_unknown,analysis_unknown,root-unknown,,True,UNKNOWN,0,1,1,0,20001,1,0,0,3,692,0,1354,True,19fd91b21fb876402c34937eb3ffda419ff4f79065ba76f1a94a02aa865b6e2c,7395bc4059b70d512abd1334c8e2f11243f59eb5340d81430e4df5a94c34bb3f,65a8f633f986e890d2e4256700db3ab62c1ee3b69418af30e61531b3c96b62c6,e8480c4a54840e68d7cf3a62c5075e4fc02e6966+dirty:e3b0c44298fc,/Users/kevin/local-repos/ConcIR/experiments/pilot-v1/raw/pilot/p3_same__main__c__r3/artifact.json,False
pilot,p3_same,three_defects,c,1,tight,"{""candidate_budget"":8,""max_depth"":1,""max_total_edits"":1,""verification_budget"":4}",analysis_unknown,analysis_unknown,root-unknown,,True,UNKNOWN,0,1,1,0,20001,1,0,0,3,690,0,1371,True,19fd91b21fb876402c34937eb3ffda419ff4f79065ba76f1a94a02aa865b6e2c,7395bc4059b70d512abd1334c8e2f11243f59eb5340d81430e4df5a94c34bb3f,65a8f633f986e890d2e4256700db3ab62c1ee3b69418af30e61531b3c96b62c6,e8480c4a54840e68d7cf3a62c5075e4fc02e6966+dirty:e3b0c44298fc,/Users/kevin/local-repos/ConcIR/experiments/pilot-v1/raw/pilot/p3_same__tight__c__r1/artifact.json,False
pilot,p3_cross,three_defects,a,1,main,"{""candidate_budget"":64,""max_depth"":4,""max_total_edits"":4,""verification_budget"":64}",analysis_unknown,analysis_unknown,root-unknown,,True,UNKNOWN,0,1,1,0,20001,1,0,0,3,710,0,1366,True,399df9efa10b364683234e7685124986e4b150e5c68516016f4fa71e62de3312,60e6d2e441abb190b5d275ed76dbcfb86b64dade01ba2d18fe801123adc962ba,65a8f633f986e890d2e4256700db3ab62c1ee3b69418af30e61531b3c96b62c6,e8480c4a54840e68d7cf3a62c5075e4fc02e6966+dirty:e3b0c44298fc,/Users/kevin/local-repos/ConcIR/experiments/pilot-v1/raw/pilot/p3_cross__main__a__r1/artifact.json,False
pilot,p3_cross,three_defects,a,2,main,"{""candidate_budget"":64,""max_depth"":4,""max_total_edits"":4,""verification_budget"":64}",analysis_unknown,analysis_unknown,root-unknown,,True,UNKNOWN,0,1,1,0,20001,1,0,0,3,694,0,1366,True,399df9efa10b364683234e7685124986e4b150e5c68516016f4fa71e62de3312,60e6d2e441abb190b5d275ed76dbcfb86b64dade01ba2d18fe801123adc962ba,65a8f633f986e890d2e4256700db3ab62c1ee3b69418af30e61531b3c96b62c6,e8480c4a54840e68d7cf3a62c5075e4fc02e6966+dirty:e3b0c44298fc,/Users/kevin/local-repos/ConcIR/experiments/pilot-v1/raw/pilot/p3_cross__main__a__r2/artifact.json,False
pilot,p3_cross,three_defects,a,3,main,"{""candidate_budget"":64,""max_depth"":4,""max_total_edits"":4,""verification_budget"":64}",analysis_unknown,analysis_unknown,root-unknown,,True,UNKNOWN,0,1,1,0,20001,1,0,0,3,698,0,1372,True,399df9efa10b364683234e7685124986e4b150e5c68516016f4fa71e62de3312,60e6d2e441abb190b5d275ed76dbcfb86b64dade01ba2d18fe801123adc962ba,65a8f633f986e890d2e4256700db3ab62c1ee3b69418af30e61531b3c96b62c6,e8480c4a54840e68d7cf3a62c5075e4fc02e6966+dirty:e3b0c44298fc,/Users/kevin/local-repos/ConcIR/experiments/pilot-v1/raw/pilot/p3_cross__main__a__r3/artifact.json,False
pilot,p3_cross,three_defects,a,1,tight,"{""candidate_budget"":8,""max_depth"":1,""max_total_edits"":1,""verification_budget"":4}",analysis_unknown,analysis_unknown,root-unknown,,True,UNKNOWN,0,1,1,0,20001,1,0,0,3,693,0,1370,True,399df9efa10b364683234e7685124986e4b150e5c68516016f4fa71e62de3312,60e6d2e441abb190b5d275ed76dbcfb86b64dade01ba2d18fe801123adc962ba,65a8f633f986e890d2e4256700db3ab62c1ee3b69418af30e61531b3c96b62c6,e8480c4a54840e68d7cf3a62c5075e4fc02e6966+dirty:e3b0c44298fc,/Users/kevin/local-repos/ConcIR/experiments/pilot-v1/raw/pilot/p3_cross__tight__a__r1/artifact.json,False
pilot,p3_cross,three_defects,b,1,main,"{""candidate_budget"":64,""max_depth"":4,""max_total_edits"":4,""verification_budget"":64}",analysis_unknown,analysis_unknown,root-unknown,,True,UNKNOWN,0,1,1,0,20001,1,0,0,3,718,0,1368,True,399df9efa10b364683234e7685124986e4b150e5c68516016f4fa71e62de3312,60e6d2e441abb190b5d275ed76dbcfb86b64dade01ba2d18fe801123adc962ba,65a8f633f986e890d2e4256700db3ab62c1ee3b69418af30e61531b3c96b62c6,e8480c4a54840e68d7cf3a62c5075e4fc02e6966+dirty:e3b0c44298fc,/Users/kevin/local-repos/ConcIR/experiments/pilot-v1/raw/pilot/p3_cross__main__b__r1/artifact.json,False
pilot,p3_cross,three_defects,b,2,main,"{""candidate_budget"":64,""max_depth"":4,""max_total_edits"":4,""verification_budget"":64}",analysis_unknown,analysis_unknown,root-unknown,,True,UNKNOWN,0,1,1,0,20001,1,0,0,3,693,0,1358,True,399df9efa10b364683234e7685124986e4b150e5c68516016f4fa71e62de3312,60e6d2e441abb190b5d275ed76dbcfb86b64dade01ba2d18fe801123adc962ba,65a8f633f986e890d2e4256700db3ab62c1ee3b69418af30e61531b3c96b62c6,e8480c4a54840e68d7cf3a62c5075e4fc02e6966+dirty:e3b0c44298fc,/Users/kevin/local-repos/ConcIR/experiments/pilot-v1/raw/pilot/p3_cross__main__b__r2/artifact.json,False
pilot,p3_cross,three_defects,b,3,main,"{""candidate_budget"":64,""max_depth"":4,""max_total_edits"":4,""verification_budget"":64}",analysis_unknown,analysis_unknown,root-unknown,,True,UNKNOWN,0,1,1,0,20001,1,0,0,3,690,0,1363,True,399df9efa10b364683234e7685124986e4b150e5c68516016f4fa71e62de3312,60e6d2e441abb190b5d275ed76dbcfb86b64dade01ba2d18fe801123adc962ba,65a8f633f986e890d2e4256700db3ab62c1ee3b69418af30e61531b3c96b62c6,e8480c4a54840e68d7cf3a62c5075e4fc02e6966+dirty:e3b0c44298fc,/Users/kevin/local-repos/ConcIR/experiments/pilot-v1/raw/pilot/p3_cross__main__b__r3/artifact.json,False
pilot,p3_cross,three_defects,b,1,tight,"{""candidate_budget"":8,""max_depth"":1,""max_total_edits"":1,""verification_budget"":4}",analysis_unknown,analysis_unknown,root-unknown,,True,UNKNOWN,0,1,1,0,20001,1,0,0,3,691,0,1358,True,399df9efa10b364683234e7685124986e4b150e5c68516016f4fa71e62de3312,60e6d2e441abb190b5d275ed76dbcfb86b64dade01ba2d18fe801123adc962ba,65a8f633f986e890d2e4256700db3ab62c1ee3b69418af30e61531b3c96b62c6,e8480c4a54840e68d7cf3a62c5075e4fc02e6966+dirty:e3b0c44298fc,/Users/kevin/local-repos/ConcIR/experiments/pilot-v1/raw/pilot/p3_cross__tight__b__r1/artifact.json,False
pilot,p3_cross,three_defects,c,1,main,"{""candidate_budget"":64,""max_depth"":4,""max_total_edits"":4,""verification_budget"":64}",analysis_unknown,analysis_unknown,root-unknown,,True,UNKNOWN,0,1,1,0,20001,1,0,0,3,688,0,1353,True,399df9efa10b364683234e7685124986e4b150e5c68516016f4fa71e62de3312,60e6d2e441abb190b5d275ed76dbcfb86b64dade01ba2d18fe801123adc962ba,65a8f633f986e890d2e4256700db3ab62c1ee3b69418af30e61531b3c96b62c6,e8480c4a54840e68d7cf3a62c5075e4fc02e6966+dirty:e3b0c44298fc,/Users/kevin/local-repos/ConcIR/experiments/pilot-v1/raw/pilot/p3_cross__main__c__r1/artifact.json,False
pilot,p3_cross,three_defects,c,2,main,"{""candidate_budget"":64,""max_depth"":4,""max_total_edits"":4,""verification_budget"":64}",analysis_unknown,analysis_unknown,root-unknown,,True,UNKNOWN,0,1,1,0,20001,1,0,0,3,693,0,1357,True,399df9efa10b364683234e7685124986e4b150e5c68516016f4fa71e62de3312,60e6d2e441abb190b5d275ed76dbcfb86b64dade01ba2d18fe801123adc962ba,65a8f633f986e890d2e4256700db3ab62c1ee3b69418af30e61531b3c96b62c6,e8480c4a54840e68d7cf3a62c5075e4fc02e6966+dirty:e3b0c44298fc,/Users/kevin/local-repos/ConcIR/experiments/pilot-v1/raw/pilot/p3_cross__main__c__r2/artifact.json,False
pilot,p3_cross,three_defects,c,3,main,"{""candidate_budget"":64,""max_depth"":4,""max_total_edits"":4,""verification_budget"":64}",analysis_unknown,analysis_unknown,root-unknown,,True,UNKNOWN,0,1,1,0,20001,1,0,0,3,689,0,1352,True,399df9efa10b364683234e7685124986e4b150e5c68516016f4fa71e62de3312,60e6d2e441abb190b5d275ed76dbcfb86b64dade01ba2d18fe801123adc962ba,65a8f633f986e890d2e4256700db3ab62c1ee3b69418af30e61531b3c96b62c6,e8480c4a54840e68d7cf3a62c5075e4fc02e6966+dirty:e3b0c44298fc,/Users/kevin/local-repos/ConcIR/experiments/pilot-v1/raw/pilot/p3_cross__main__c__r3/artifact.json,False
pilot,p3_cross,three_defects,c,1,tight,"{""candidate_budget"":8,""max_depth"":1,""max_total_edits"":1,""verification_budget"":4}",analysis_unknown,analysis_unknown,root-unknown,,True,UNKNOWN,0,1,1,0,20001,1,0,0,3,691,0,1362,True,399df9efa10b364683234e7685124986e4b150e5c68516016f4fa71e62de3312,60e6d2e441abb190b5d275ed76dbcfb86b64dade01ba2d18fe801123adc962ba,65a8f633f986e890d2e4256700db3ab62c1ee3b69418af30e61531b3c96b62c6,e8480c4a54840e68d7cf3a62c5075e4fc02e6966+dirty:e3b0c44298fc,/Users/kevin/local-repos/ConcIR/experiments/pilot-v1/raw/pilot/p3_cross__tight__c__r1/artifact.json,False
pilot,p1_interf,interference,a,1,main,"{""candidate_budget"":64,""max_depth"":4,""max_total_edits"":4,""verification_budget"":64}",repaired,repaired,solved,,False,FAIL,1,2,2,0,3172,2,1,1,0,90,0,164,True,733e02b12bac061cd9b8e25475badda4ac338601a23d03076ffc3b44b1d1067c,807ed5d3b994a8e9af338dcbaa0c4a7d0d8e8abb507b537116906112086347e7,65a8f633f986e890d2e4256700db3ab62c1ee3b69418af30e61531b3c96b62c6,e8480c4a54840e68d7cf3a62c5075e4fc02e6966+dirty:e3b0c44298fc,/Users/kevin/local-repos/ConcIR/experiments/pilot-v1/raw/pilot/p1_interf__main__a__r1/artifact.json,False
pilot,p1_interf,interference,a,2,main,"{""candidate_budget"":64,""max_depth"":4,""max_total_edits"":4,""verification_budget"":64}",repaired,repaired,solved,,False,FAIL,1,2,2,0,3172,2,1,1,0,89,0,164,True,733e02b12bac061cd9b8e25475badda4ac338601a23d03076ffc3b44b1d1067c,807ed5d3b994a8e9af338dcbaa0c4a7d0d8e8abb507b537116906112086347e7,65a8f633f986e890d2e4256700db3ab62c1ee3b69418af30e61531b3c96b62c6,e8480c4a54840e68d7cf3a62c5075e4fc02e6966+dirty:e3b0c44298fc,/Users/kevin/local-repos/ConcIR/experiments/pilot-v1/raw/pilot/p1_interf__main__a__r2/artifact.json,False
pilot,p1_interf,interference,a,3,main,"{""candidate_budget"":64,""max_depth"":4,""max_total_edits"":4,""verification_budget"":64}",repaired,repaired,solved,,False,FAIL,1,2,2,0,3172,2,1,1,0,89,0,163,True,733e02b12bac061cd9b8e25475badda4ac338601a23d03076ffc3b44b1d1067c,807ed5d3b994a8e9af338dcbaa0c4a7d0d8e8abb507b537116906112086347e7,65a8f633f986e890d2e4256700db3ab62c1ee3b69418af30e61531b3c96b62c6,e8480c4a54840e68d7cf3a62c5075e4fc02e6966+dirty:e3b0c44298fc,/Users/kevin/local-repos/ConcIR/experiments/pilot-v1/raw/pilot/p1_interf__main__a__r3/artifact.json,False
pilot,p1_interf,interference,a,1,tight,"{""candidate_budget"":8,""max_depth"":1,""max_total_edits"":1,""verification_budget"":4}",repaired,repaired,solved,,False,FAIL,1,2,2,0,3172,2,1,1,0,89,0,166,True,733e02b12bac061cd9b8e25475badda4ac338601a23d03076ffc3b44b1d1067c,807ed5d3b994a8e9af338dcbaa0c4a7d0d8e8abb507b537116906112086347e7,65a8f633f986e890d2e4256700db3ab62c1ee3b69418af30e61531b3c96b62c6,e8480c4a54840e68d7cf3a62c5075e4fc02e6966+dirty:e3b0c44298fc,/Users/kevin/local-repos/ConcIR/experiments/pilot-v1/raw/pilot/p1_interf__tight__a__r1/artifact.json,False
pilot,p1_interf,interference,b,1,main,"{""candidate_budget"":64,""max_depth"":4,""max_total_edits"":4,""verification_budget"":64}",repaired,repaired,solved,,False,FAIL,1,2,2,0,3172,2,1,1,0,89,0,166,True,733e02b12bac061cd9b8e25475badda4ac338601a23d03076ffc3b44b1d1067c,807ed5d3b994a8e9af338dcbaa0c4a7d0d8e8abb507b537116906112086347e7,65a8f633f986e890d2e4256700db3ab62c1ee3b69418af30e61531b3c96b62c6,e8480c4a54840e68d7cf3a62c5075e4fc02e6966+dirty:e3b0c44298fc,/Users/kevin/local-repos/ConcIR/experiments/pilot-v1/raw/pilot/p1_interf__main__b__r1/artifact.json,False
pilot,p1_interf,interference,b,2,main,"{""candidate_budget"":64,""max_depth"":4,""max_total_edits"":4,""verification_budget"":64}",repaired,repaired,solved,,False,FAIL,1,2,2,0,3172,2,1,1,0,89,0,163,True,733e02b12bac061cd9b8e25475badda4ac338601a23d03076ffc3b44b1d1067c,807ed5d3b994a8e9af338dcbaa0c4a7d0d8e8abb507b537116906112086347e7,65a8f633f986e890d2e4256700db3ab62c1ee3b69418af30e61531b3c96b62c6,e8480c4a54840e68d7cf3a62c5075e4fc02e6966+dirty:e3b0c44298fc,/Users/kevin/local-repos/ConcIR/experiments/pilot-v1/raw/pilot/p1_interf__main__b__r2/artifact.json,False
pilot,p1_interf,interference,b,3,main,"{""candidate_budget"":64,""max_depth"":4,""max_total_edits"":4,""verification_budget"":64}",repaired,repaired,solved,,False,FAIL,1,2,2,0,3172,2,1,1,0,89,0,165,True,733e02b12bac061cd9b8e25475badda4ac338601a23d03076ffc3b44b1d1067c,807ed5d3b994a8e9af338dcbaa0c4a7d0d8e8abb507b537116906112086347e7,65a8f633f986e890d2e4256700db3ab62c1ee3b69418af30e61531b3c96b62c6,e8480c4a54840e68d7cf3a62c5075e4fc02e6966+dirty:e3b0c44298fc,/Users/kevin/local-repos/ConcIR/experiments/pilot-v1/raw/pilot/p1_interf__main__b__r3/artifact.json,False
pilot,p1_interf,interference,b,1,tight,"{""candidate_budget"":8,""max_depth"":1,""max_total_edits"":1,""verification_budget"":4}",repaired,repaired,solved,,False,FAIL,1,2,2,0,3172,2,1,1,0,90,0,163,True,733e02b12bac061cd9b8e25475badda4ac338601a23d03076ffc3b44b1d1067c,807ed5d3b994a8e9af338dcbaa0c4a7d0d8e8abb507b537116906112086347e7,65a8f633f986e890d2e4256700db3ab62c1ee3b69418af30e61531b3c96b62c6,e8480c4a54840e68d7cf3a62c5075e4fc02e6966+dirty:e3b0c44298fc,/Users/kevin/local-repos/ConcIR/experiments/pilot-v1/raw/pilot/p1_interf__tight__b__r1/artifact.json,False
pilot,p1_interf,interference,c,1,main,"{""candidate_budget"":64,""max_depth"":4,""max_total_edits"":4,""verification_budget"":64}",repaired,repaired,solved,,False,FAIL,1,2,2,0,3172,2,1,1,0,90,0,164,True,733e02b12bac061cd9b8e25475badda4ac338601a23d03076ffc3b44b1d1067c,807ed5d3b994a8e9af338dcbaa0c4a7d0d8e8abb507b537116906112086347e7,65a8f633f986e890d2e4256700db3ab62c1ee3b69418af30e61531b3c96b62c6,e8480c4a54840e68d7cf3a62c5075e4fc02e6966+dirty:e3b0c44298fc,/Users/kevin/local-repos/ConcIR/experiments/pilot-v1/raw/pilot/p1_interf__main__c__r1/artifact.json,False
pilot,p1_interf,interference,c,2,main,"{""candidate_budget"":64,""max_depth"":4,""max_total_edits"":4,""verification_budget"":64}",repaired,repaired,solved,,False,FAIL,1,2,2,0,3172,2,1,1,0,89,0,166,True,733e02b12bac061cd9b8e25475badda4ac338601a23d03076ffc3b44b1d1067c,807ed5d3b994a8e9af338dcbaa0c4a7d0d8e8abb507b537116906112086347e7,65a8f633f986e890d2e4256700db3ab62c1ee3b69418af30e61531b3c96b62c6,e8480c4a54840e68d7cf3a62c5075e4fc02e6966+dirty:e3b0c44298fc,/Users/kevin/local-repos/ConcIR/experiments/pilot-v1/raw/pilot/p1_interf__main__c__r2/artifact.json,False
pilot,p1_interf,interference,c,3,main,"{""candidate_budget"":64,""max_depth"":4,""max_total_edits"":4,""verification_budget"":64}",repaired,repaired,solved,,False,FAIL,1,2,2,0,3172,2,1,1,0,89,0,169,True,733e02b12bac061cd9b8e25475badda4ac338601a23d03076ffc3b44b1d1067c,807ed5d3b994a8e9af338dcbaa0c4a7d0d8e8abb507b537116906112086347e7,65a8f633f986e890d2e4256700db3ab62c1ee3b69418af30e61531b3c96b62c6,e8480c4a54840e68d7cf3a62c5075e4fc02e6966+dirty:e3b0c44298fc,/Users/kevin/local-repos/ConcIR/experiments/pilot-v1/raw/pilot/p1_interf__main__c__r3/artifact.json,False
pilot,p1_interf,interference,c,1,tight,"{""candidate_budget"":8,""max_depth"":1,""max_total_edits"":1,""verification_budget"":4}",repaired,repaired,solved,,False,FAIL,1,2,2,0,3172,2,1,1,0,89,0,164,True,733e02b12bac061cd9b8e25475badda4ac338601a23d03076ffc3b44b1d1067c,807ed5d3b994a8e9af338dcbaa0c4a7d0d8e8abb507b537116906112086347e7,65a8f633f986e890d2e4256700db3ab62c1ee3b69418af30e61531b3c96b62c6,e8480c4a54840e68d7cf3a62c5075e4fc02e6966+dirty:e3b0c44298fc,/Users/kevin/local-repos/ConcIR/experiments/pilot-v1/raw/pilot/p1_interf__tight__c__r1/artifact.json,False
pilot,p2_interf,interference,a,1,main,"{""candidate_budget"":64,""max_depth"":4,""max_total_edits"":4,""verification_budget"":64}",no_acceptable_candidate,no_acceptable_candidate,no-acceptable-candidate,,False,FAIL,5,6,6,0,72768,6,0,0,1,2465,0,2895,True,0eb7c7a77e4b456676dffc68907a6f6168140dfa899def583d5974334b795296,f5cca999c452e06f58fdeaf9a8fb38aee606e489d47776d3a1246f53648201d0,65a8f633f986e890d2e4256700db3ab62c1ee3b69418af30e61531b3c96b62c6,e8480c4a54840e68d7cf3a62c5075e4fc02e6966+dirty:e3b0c44298fc,/Users/kevin/local-repos/ConcIR/experiments/pilot-v1/raw/pilot/p2_interf__main__a__r1/artifact.json,False
pilot,p2_interf,interference,a,2,main,"{""candidate_budget"":64,""max_depth"":4,""max_total_edits"":4,""verification_budget"":64}",no_acceptable_candidate,no_acceptable_candidate,no-acceptable-candidate,,False,FAIL,5,6,6,0,72768,6,0,0,1,2459,0,2884,True,0eb7c7a77e4b456676dffc68907a6f6168140dfa899def583d5974334b795296,f5cca999c452e06f58fdeaf9a8fb38aee606e489d47776d3a1246f53648201d0,65a8f633f986e890d2e4256700db3ab62c1ee3b69418af30e61531b3c96b62c6,e8480c4a54840e68d7cf3a62c5075e4fc02e6966+dirty:e3b0c44298fc,/Users/kevin/local-repos/ConcIR/experiments/pilot-v1/raw/pilot/p2_interf__main__a__r2/artifact.json,False
pilot,p2_interf,interference,a,3,main,"{""candidate_budget"":64,""max_depth"":4,""max_total_edits"":4,""verification_budget"":64}",no_acceptable_candidate,no_acceptable_candidate,no-acceptable-candidate,,False,FAIL,5,6,6,0,72768,6,0,0,1,2447,0,2873,True,0eb7c7a77e4b456676dffc68907a6f6168140dfa899def583d5974334b795296,f5cca999c452e06f58fdeaf9a8fb38aee606e489d47776d3a1246f53648201d0,65a8f633f986e890d2e4256700db3ab62c1ee3b69418af30e61531b3c96b62c6,e8480c4a54840e68d7cf3a62c5075e4fc02e6966+dirty:e3b0c44298fc,/Users/kevin/local-repos/ConcIR/experiments/pilot-v1/raw/pilot/p2_interf__main__a__r3/artifact.json,False
pilot,p2_interf,interference,a,1,tight,"{""candidate_budget"":8,""max_depth"":1,""max_total_edits"":1,""verification_budget"":4}",budget_exhausted,budget_exhausted,verification-budget,,False,FAIL,4,4,4,0,47948,4,0,0,1,1614,0,2052,True,0eb7c7a77e4b456676dffc68907a6f6168140dfa899def583d5974334b795296,f5cca999c452e06f58fdeaf9a8fb38aee606e489d47776d3a1246f53648201d0,65a8f633f986e890d2e4256700db3ab62c1ee3b69418af30e61531b3c96b62c6,e8480c4a54840e68d7cf3a62c5075e4fc02e6966+dirty:e3b0c44298fc,/Users/kevin/local-repos/ConcIR/experiments/pilot-v1/raw/pilot/p2_interf__tight__a__r1/artifact.json,False
pilot,p2_interf,interference,b,1,main,"{""candidate_budget"":64,""max_depth"":4,""max_total_edits"":4,""verification_budget"":64}",repaired,repaired,solved,,False,FAIL,8,8,8,1,93856,8,2,2,0,3140,0,3912,True,0eb7c7a77e4b456676dffc68907a6f6168140dfa899def583d5974334b795296,f5cca999c452e06f58fdeaf9a8fb38aee606e489d47776d3a1246f53648201d0,65a8f633f986e890d2e4256700db3ab62c1ee3b69418af30e61531b3c96b62c6,e8480c4a54840e68d7cf3a62c5075e4fc02e6966+dirty:e3b0c44298fc,/Users/kevin/local-repos/ConcIR/experiments/pilot-v1/raw/pilot/p2_interf__main__b__r1/artifact.json,False
pilot,p2_interf,interference,b,2,main,"{""candidate_budget"":64,""max_depth"":4,""max_total_edits"":4,""verification_budget"":64}",repaired,repaired,solved,,False,FAIL,8,8,8,1,93856,8,2,2,0,3126,0,3903,True,0eb7c7a77e4b456676dffc68907a6f6168140dfa899def583d5974334b795296,f5cca999c452e06f58fdeaf9a8fb38aee606e489d47776d3a1246f53648201d0,65a8f633f986e890d2e4256700db3ab62c1ee3b69418af30e61531b3c96b62c6,e8480c4a54840e68d7cf3a62c5075e4fc02e6966+dirty:e3b0c44298fc,/Users/kevin/local-repos/ConcIR/experiments/pilot-v1/raw/pilot/p2_interf__main__b__r2/artifact.json,False
pilot,p2_interf,interference,b,3,main,"{""candidate_budget"":64,""max_depth"":4,""max_total_edits"":4,""verification_budget"":64}",repaired,repaired,solved,,False,FAIL,8,8,8,1,93856,8,2,2,0,3140,0,3912,True,0eb7c7a77e4b456676dffc68907a6f6168140dfa899def583d5974334b795296,f5cca999c452e06f58fdeaf9a8fb38aee606e489d47776d3a1246f53648201d0,65a8f633f986e890d2e4256700db3ab62c1ee3b69418af30e61531b3c96b62c6,e8480c4a54840e68d7cf3a62c5075e4fc02e6966+dirty:e3b0c44298fc,/Users/kevin/local-repos/ConcIR/experiments/pilot-v1/raw/pilot/p2_interf__main__b__r3/artifact.json,False
pilot,p2_interf,interference,b,1,tight,"{""candidate_budget"":8,""max_depth"":1,""max_total_edits"":1,""verification_budget"":4}",budget_exhausted,budget_exhausted,verification-budget,,False,FAIL,4,4,4,0,47948,4,0,0,1,1619,0,2054,True,0eb7c7a77e4b456676dffc68907a6f6168140dfa899def583d5974334b795296,f5cca999c452e06f58fdeaf9a8fb38aee606e489d47776d3a1246f53648201d0,65a8f633f986e890d2e4256700db3ab62c1ee3b69418af30e61531b3c96b62c6,e8480c4a54840e68d7cf3a62c5075e4fc02e6966+dirty:e3b0c44298fc,/Users/kevin/local-repos/ConcIR/experiments/pilot-v1/raw/pilot/p2_interf__tight__b__r1/artifact.json,False
pilot,p2_interf,interference,c,1,main,"{""candidate_budget"":64,""max_depth"":4,""max_total_edits"":4,""verification_budget"":64}",repaired,repaired,solved,,False,FAIL,5,6,6,0,69600,6,2,2,0,2340,0,3104,True,0eb7c7a77e4b456676dffc68907a6f6168140dfa899def583d5974334b795296,f5cca999c452e06f58fdeaf9a8fb38aee606e489d47776d3a1246f53648201d0,65a8f633f986e890d2e4256700db3ab62c1ee3b69418af30e61531b3c96b62c6,e8480c4a54840e68d7cf3a62c5075e4fc02e6966+dirty:e3b0c44298fc,/Users/kevin/local-repos/ConcIR/experiments/pilot-v1/raw/pilot/p2_interf__main__c__r1/artifact.json,False
