stage,suite,case,family,config_name,strategy,repeat,raw_outcome,final_classification,evidence_status,stop_reason,truncation,saw_unknown,root_outcome,proposals,unique_programs,verification_calls,cache_hits,states_explored,transitions_explored,nodes,patch_len,accepted_chain_len,exit_code,wall_ms,search_wall_ms,replay_exit,replay_wall_ms,replay_ok,artifact_sha256,artifact_path,reused_from
repair,pilot,p2_cross_shared,two_defects,main,a,3,no_acceptable_candidate,no_acceptable_candidate,complete,no-acceptable-candidate,,False,FAIL,4,5,5,0,9927,,5,0,0,1,237,237,0,282,True,d0fc4a4de9203509f4387a2f8635943626e28548c44d73926858636c65e8c190,/Users/kevin/local-repos/ConcIR/experiments/pilot-v2/results/batches/pilot-v2/raw/p2_cross_shared__main__a__r3/attempt-001/artifact.json,
repair,pilot,p2_cross_shared,two_defects,main,b,1,repaired,repaired,complete,solved,,False,FAIL,6,6,6,1,11610,,6,2,2,0,277,277,0,356,True,0cfcf9c2de6d6017cdd8a907c903ab1f647de8eb24f258f00203e25c1ca1ff96,/Users/kevin/local-repos/ConcIR/experiments/pilot-v2/results/batches/pilot-v2/raw/p2_cross_shared__main__b__r1/attempt-001/artifact.json,
repair,pilot,p2_cross_shared,two_defects,main,b,2,repaired,repaired,complete,solved,,False,FAIL,6,6,6,1,11610,,6,2,2,0,296,296,0,356,True,0cfcf9c2de6d6017cdd8a907c903ab1f647de8eb24f258f00203e25c1ca1ff96,/Users/kevin/local-repos/ConcIR/experiments/pilot-v2/results/batches/pilot-v2/raw/p2_cross_shared__main__b__r2/attempt-001/artifact.json,
repair,pilot,p2_cross_shared,two_defects,main,b,3,repaired,repaired,complete,solved,,False,FAIL,6,6,6,1,11610,,6,2,2,0,276,276,0,356,True,0cfcf9c2de6d6017cdd8a907c903ab1f647de8eb24f258f00203e25c1ca1ff96,/Users/kevin/local-repos/ConcIR/experiments/pilot-v2/results/batches/pilot-v2/raw/p2_cross_shared__main__b__r3/attempt-001/artifact.json,
repair,pilot,p2_cross_shared,two_defects,main,c,1,repaired,repaired,complete,solved,,False,FAIL,5,6,6,0,11610,,6,2,2,0,273,273,0,365,True,0975e7c10802675bdbf7b9f5f41840399f5238fddb791ba2e7ee2f1a250b2c8c,/Users/kevin/local-repos/ConcIR/experiments/pilot-v2/results/batches/pilot-v2/raw/p2_cross_shared__main__c__r1/attempt-001/artifact.json,
repair,pilot,p2_cross_shared,two_defects,main,c,2,repaired,repaired,complete,solved,,False,FAIL,5,6,6,0,11610,,6,2,2,0,272,272,0,356,True,0975e7c10802675bdbf7b9f5f41840399f5238fddb791ba2e7ee2f1a250b2c8c,/Users/kevin/local-repos/ConcIR/experiments/pilot-v2/results/batches/pilot-v2/raw/p2_cross_shared__main__c__r2/attempt-001/artifact.json,
repair,pilot,p2_cross_shared,two_defects,main,c,3,repaired,repaired,complete,solved,,False,FAIL,5,6,6,0,11610,,6,2,2,0,276,276,0,358,True,0975e7c10802675bdbf7b9f5f41840399f5238fddb791ba2e7ee2f1a250b2c8c,/Users/kevin/local-repos/ConcIR/experiments/pilot-v2/results/batches/pilot-v2/raw/p2_cross_shared__main__c__r3/attempt-001/artifact.json,
repair,pilot,p2_cross_shared,two_defects,tight,a,1,budget_exhausted,budget_exhausted,complete,verification-budget,,False,FAIL,4,4,4,0,7998,,4,0,0,1,193,193,0,239,True,93fb1e3ce95702df193af90f7b58acf1df7ea28a29576855253c3869043870c1,/Users/kevin/local-repos/ConcIR/experiments/pilot-v2/results/batches/pilot-v2/raw/p2_cross_shared__tight__a__r1/attempt-001/artifact.json,
repair,pilot,p2_cross_shared,two_defects,tight,b,1,budget_exhausted,budget_exhausted,complete,verification-budget,,False,FAIL,4,4,4,0,7998,,4,0,0,1,194,194,0,238,True,2dea639aa3f6b5a808e8cfd24a5db6ba8746e8933c30d6aa5c29e7f90a64afec,/Users/kevin/local-repos/ConcIR/experiments/pilot-v2/results/batches/pilot-v2/raw/p2_cross_shared__tight__b__r1/attempt-001/artifact.json,
repair,pilot,p2_cross_shared,two_defects,tight,c,1,budget_exhausted,budget_exhausted,complete,verification-budget,,False,FAIL,4,4,4,0,7998,,4,0,0,1,194,194,0,241,True,e08a1ff31118a84fd254c09d34ce6744ac8df308026d4a126c4c8a698362b43b,/Users/kevin/local-repos/ConcIR/experiments/pilot-v2/results/batches/pilot-v2/raw/p2_cross_shared__tight__c__r1/attempt-001/artifact.json,
repair,pilot,p2_interf,interference,main,a,1,no_acceptable_candidate,no_acceptable_candidate,complete,no-acceptable-candidate,,False,FAIL,5,6,6,0,72768,,6,0,0,1,2492,2492,0,2942,True,b5756be0ff4a361b3a3e6a29ec49a53223614fd05ef7e973677c866f5ad0d167,/Users/kevin/local-repos/ConcIR/experiments/pilot-v2/results/batches/pilot-v2/raw/p2_interf__main__a__r1/attempt-001/artifact.json,
repair,pilot,p2_interf,interference,main,a,2,no_acceptable_candidate,no_acceptable_candidate,complete,no-acceptable-candidate,,False,FAIL,5,6,6,0,72768,,6,0,0,1,2468,2468,0,2891,True,b5756be0ff4a361b3a3e6a29ec49a53223614fd05ef7e973677c866f5ad0d167,/Users/kevin/local-repos/ConcIR/experiments/pilot-v2/results/batches/pilot-v2/raw/p2_interf__main__a__r2/attempt-001/artifact.json,
repair,pilot,p2_interf,interference,main,a,3,no_acceptable_candidate,no_acceptable_candidate,complete,no-acceptable-candidate,,False,FAIL,5,6,6,0,72768,,6,0,0,1,2459,2459,0,2900,True,b5756be0ff4a361b3a3e6a29ec49a53223614fd05ef7e973677c866f5ad0d167,/Users/kevin/local-repos/ConcIR/experiments/pilot-v2/results/batches/pilot-v2/raw/p2_interf__main__a__r3/attempt-001/artifact.json,
repair,pilot,p2_interf,interference,main,b,1,repaired,repaired,complete,solved,,False,FAIL,8,8,8,1,93856,,8,2,2,0,3178,3178,0,3956,True,1d3a199164805dfd6a60e96f1e5bfa2cfe018c2ddcd50eaf3ec428a95797fac2,/Users/kevin/local-repos/ConcIR/experiments/pilot-v2/results/batches/pilot-v2/raw/p2_interf__main__b__r1/attempt-001/artifact.json,
repair,pilot,p2_interf,interference,main,b,2,repaired,repaired,complete,solved,,False,FAIL,8,8,8,1,93856,,8,2,2,0,3150,3150,0,3967,True,1d3a199164805dfd6a60e96f1e5bfa2cfe018c2ddcd50eaf3ec428a95797fac2,/Users/kevin/local-repos/ConcIR/experiments/pilot-v2/results/batches/pilot-v2/raw/p2_interf__main__b__r2/attempt-001/artifact.json,
repair,pilot,p2_interf,interference,main,b,3,repaired,repaired,complete,solved,,False,FAIL,8,8,8,1,93856,,8,2,2,0,3150,3150,0,3921,True,1d3a199164805dfd6a60e96f1e5bfa2cfe018c2ddcd50eaf3ec428a95797fac2,/Users/kevin/local-repos/ConcIR/experiments/pilot-v2/results/batches/pilot-v2/raw/p2_interf__main__b__r3/attempt-001/artifact.json,
repair,pilot,p2_interf,interference,main,c,1,repaired,repaired,complete,solved,,False,FAIL,5,6,6,0,69600,,6,2,2,0,2351,2351,0,3149,True,4377bbb6d21ee3c83e759c291507e98071c2c23c9379f25a3ee238eb55b948f8,/Users/kevin/local-repos/ConcIR/experiments/pilot-v2/results/batches/pilot-v2/raw/p2_interf__main__c__r1/attempt-001/artifact.json,
repair,pilot,p2_interf,interference,main,c,2,repaired,repaired,complete,solved,,False,FAIL,5,6,6,0,69600,,6,2,2,0,2367,2367,0,3138,True,4377bbb6d21ee3c83e759c291507e98071c2c23c9379f25a3ee238eb55b948f8,/Users/kevin/local-repos/ConcIR/experiments/pilot-v2/results/batches/pilot-v2/raw/p2_interf__main__c__r2/attempt-001/artifact.json,
repair,pilot,p2_interf,interference,main,c,3,repaired,repaired,complete,solved,,False,FAIL,5,6,6,0,69600,,6,2,2,0,2357,2357,0,3132,True,4377bbb6d21ee3c83e759c291507e98071c2c23c9379f25a3ee238eb55b948f8,/Users/kevin/local-repos/ConcIR/experiments/pilot-v2/results/batches/pilot-v2/raw/p2_interf__main__c__r3/attempt-001/artifact.json,
repair,pilot,p2_interf,interference,tight,a,1,budget_exhausted,budget_exhausted,complete,verification-budget,,False,FAIL,4,4,4,0,47948,,4,0,0,1,1628,1628,0,2084,True,dc77532e6a6ac92977557c14d15309c216e9c889cfb69e9f42ae784bc68f9405,/Users/kevin/local-repos/ConcIR/experiments/pilot-v2/results/batches/pilot-v2/raw/p2_interf__tight__a__r1/attempt-001/artifact.json,
repair,pilot,p2_interf,interference,tight,b,1,budget_exhausted,budget_exhausted,complete,verification-budget,,False,FAIL,4,4,4,0,47948,,4,0,0,1,1631,1631,0,2097,True,bbbedbf1b6c4cc8cef90878e693e4d82b0e9ea36b30c2cb38f8c36778d39c146,/Users/kevin/local-repos/ConcIR/experiments/pilot-v2/results/batches/pilot-v2/raw/p2_interf__tight__b__r1/attempt-001/artifact.json,
repair,pilot,p2_interf,interference,tight,c,1,budget_exhausted,budget_exhausted,complete,verification-budget,,False,FAIL,4,4,4,0,47948,,4,0,0,1,1632,1632,0,2079,True,54392dbb15bb5f80dfe9a4289e8ef938be714432415869f0042b4d7fa85a9ef6,/Users/kevin/local-repos/ConcIR/experiments/pilot-v2/results/batches/pilot-v2/raw/p2_interf__tight__c__r1/attempt-001/artifact.json,
repair,pilot,p2_same,two_defects,main,a,1,no_acceptable_candidate,no_acceptable_candidate,complete,no-acceptable-candidate,,False,FAIL,4,5,5,0,9927,,5,0,0,1,237,237,0,279,True,9a5877bb70cbab34805c379d6934a8a786d35de5c30558591aa48d56fbfa5c50,/Users/kevin/local-repos/ConcIR/experiments/pilot-v2/results/batches/pilot-v2/raw/p2_same__main__a__r1/attempt-001/artifact.json,
repair,pilot,p2_same,two_defects,main,a,2,no_acceptable_candidate,no_acceptable_candidate,complete,no-acceptable-candidate,,False,FAIL,4,5,5,0,9927,,5,0,0,1,234,234,0,280,True,9a5877bb70cbab34805c379d6934a8a786d35de5c30558591aa48d56fbfa5c50,/Users/kevin/local-repos/ConcIR/experiments/pilot-v2/results/batches/pilot-v2/raw/p2_same__main__a__r2/attempt-001/artifact.json,
repair,pilot,p2_same,two_defects,main,a,3,no_acceptable_candidate,no_acceptable_candidate,complete,no-acceptable-candidate,,False,FAIL,4,5,5,0,9927,,5,0,0,1,236,236,0,284,True,9a5877bb70cbab34805c379d6934a8a786d35de5c30558591aa48d56fbfa5c50,/Users/kevin/local-repos/ConcIR/experiments/pilot-v2/results/batches/pilot-v2/raw/p2_same__main__a__r3/attempt-001/artifact.json,
repair,pilot,p2_same,two_defects,main,b,1,repaired,repaired,complete,solved,,False,FAIL,7,7,7,1,13445,,7,2,2,0,313,313,0,397,True,364c865244179b896d7e5ea64650cce928239da6a7f0ad18be323bd9c3ffe9aa,/Users/kevin/local-repos/ConcIR/experiments/pilot-v2/results/batches/pilot-v2/raw/p2_same__main__b__r1/attempt-001/artifact.json,
repair,pilot,p2_same,two_defects,main,b,2,repaired,repaired,complete,solved,,False,FAIL,7,7,7,1,13445,,7,2,2,0,313,313,0,418,True,364c865244179b896d7e5ea64650cce928239da6a7f0ad18be323bd9c3ffe9aa,/Users/kevin/local-repos/ConcIR/experiments/pilot-v2/results/batches/pilot-v2/raw/p2_same__main__b__r2/attempt-001/artifact.json,
repair,pilot,p2_same,two_defects,main,b,3,repaired,repaired,complete,solved,,False,FAIL,7,7,7,1,13445,,7,2,2,0,313,313,0,399,True,364c865244179b896d7e5ea64650cce928239da6a7f0ad18be323bd9c3ffe9aa,/Users/kevin/local-repos/ConcIR/experiments/pilot-v2/results/batches/pilot-v2/raw/p2_same__main__b__r3/attempt-001/artifact.json,
repair,pilot,p2_same,two_defects,main,c,1,repaired,repaired,complete,solved,,False,FAIL,5,6,6,0,11610,,6,2,2,0,271,271,0,352,True,624ee451d07526cdb35dc97ec97199b0c6f79184feed98653a95356632ca40b8,/Users/kevin/local-repos/ConcIR/experiments/pilot-v2/results/batches/pilot-v2/raw/p2_same__main__c__r1/attempt-001/artifact.json,
repair,pilot,p2_same,two_defects,main,c,2,repaired,repaired,complete,solved,,False,FAIL,5,6,6,0,11610,,6,2,2,0,271,271,0,381,True,624ee451d07526cdb35dc97ec97199b0c6f79184feed98653a95356632ca40b8,/Users/kevin/local-repos/ConcIR/experiments/pilot-v2/results/batches/pilot-v2/raw/p2_same__main__c__r2/attempt-001/artifact.json,
repair,pilot,p2_same,two_defects,main,c,3,repaired,repaired,complete,solved,,False,FAIL,5,6,6,0,11610,,6,2,2,0,274,274,0,361,True,624ee451d07526cdb35dc97ec97199b0c6f79184feed98653a95356632ca40b8,/Users/kevin/local-repos/ConcIR/experiments/pilot-v2/results/batches/pilot-v2/raw/p2_same__main__c__r3/attempt-001/artifact.json,
repair,pilot,p2_same,two_defects,tight,a,1,budget_exhausted,budget_exhausted,complete,verification-budget,,False,FAIL,4,4,4,0,7998,,4,0,0,1,193,193,0,237,True,fe89adf374275690d058daeb33e586342199d2b8d5d3fc143f5b3c72bd0e4bde,/Users/kevin/local-repos/ConcIR/experiments/pilot-v2/results/batches/pilot-v2/raw/p2_same__tight__a__r1/attempt-001/artifact.json,
repair,pilot,p2_same,two_defects,tight,b,1,budget_exhausted,budget_exhausted,complete,verification-budget,,False,FAIL,4,4,4,0,7998,,4,0,0,1,192,192,0,237,True,dba7f55978cdca8d5bef4faaf6b631d995b3f47fe1a0134e2ca90814b857b784,/Users/kevin/local-repos/ConcIR/experiments/pilot-v2/results/batches/pilot-v2/raw/p2_same__tight__b__r1/attempt-001/artifact.json,
repair,pilot,p2_same,two_defects,tight,c,1,budget_exhausted,budget_exhausted,complete,verification-budget,,False,FAIL,4,4,4,0,7998,,4,0,0,1,192,192,0,240,True,3321a9de929e3e38b8341fca4f0a8f8e07bda7979fbb77bb00da5b1e372061a5,/Users/kevin/local-repos/ConcIR/experiments/pilot-v2/results/batches/pilot-v2/raw/p2_same__tight__c__r1/attempt-001/artifact.json,
repair,pilot,p3_cross_independent,three_defects,main,a,1,no_acceptable_candidate,no_acceptable_candidate,complete,no-acceptable-candidate,,False,FAIL,6,7,7,0,647251,,7,0,0,1,28112,28112,0,32621,True,3c9b78d4646b6f53717e45a1283009e03aa983dbe5e0e8eb6da818cced8c3028,/Users/kevin/local-repos/ConcIR/experiments/pilot-v2/results/batches/pilot-v2/raw/p3_cross_independent__main__a__r1/attempt-001/artifact.json,
repair,pilot,p3_cross_independent,three_defects,main,b,1,,search_timeout,search_timeout,,,,,,,,,,,,,0,-9,30014,30014,,,,,/Users/kevin/local-repos/ConcIR/experiments/pilot-v2/results/batches/pilot-v2/raw/p3_cross_independent__main__b__r1/attempt-001/artifact.json,
repair,pilot,p3_cross_independent,three_defects,main,c,1,,search_timeout,search_timeout,,,,,,,,,,,,,0,-9,30015,30015,,,,,/Users/kevin/local-repos/ConcIR/experiments/pilot-v2/results/batches/pilot-v2/raw/p3_cross_independent__main__c__r1/attempt-001/artifact.json,
repair,pilot,p3_cross_independent,three_defects,tight,a,1,budget_exhausted,budget_exhausted,complete,verification-budget,,False,FAIL,4,4,4,0,375538,,4,0,0,1,16398,16398,0,20831,True,b2344fad264c7cba66e3ab2843a425d7d9ecebbcbed9ecc6cd676f68b3fa320a,/Users/kevin/local-repos/ConcIR/experiments/pilot-v2/results/batches/pilot-v2/raw/p3_cross_independent__tight__a__r1/attempt-001/artifact.json,
repair,pilot,p3_cross_independent,three_defects,tight,b,1,budget_exhausted,budget_exhausted,complete,verification-budget,,False,FAIL,4,4,4,0,375538,,4,0,0,1,16391,16391,0,20942,True,12c63fa398a89d8ac244d950762848f1bcd75fe1c608ca4391c8dc7bc0605cd2,/Users/kevin/local-repos/ConcIR/experiments/pilot-v2/results/batches/pilot-v2/raw/p3_cross_independent__tight__b__r1/attempt-001/artifact.json,
repair,pilot,p3_cross_independent,three_defects,tight,c,1,budget_exhausted,budget_exhausted,complete,verification-budget,,False,FAIL,4,4,4,0,375538,,4,0,0,1,16419,16419,0,20922,True,f1b381eff2a595e7cf810a52a76edbd28bc5795a88e6ad18a9e50632019b6e67,/Users/kevin/local-repos/ConcIR/experiments/pilot-v2/results/batches/pilot-v2/raw/p3_cross_independent__tight__c__r1/attempt-001/artifact.json,
repair,pilot,p3_same,three_defects,main,a,1,no_acceptable_candidate,no_acceptable_candidate,complete,no-acceptable-candidate,,False,FAIL,6,7,7,0,647251,,7,0,0,1,28017,28017,0,32875,True,5b3a6b502a80bf514196a8169cc73f70622ea7979c8935e49072753702d3154f,/Users/kevin/local-repos/ConcIR/experiments/pilot-v2/results/batches/pilot-v2/raw/p3_same__main__a__r1/attempt-001/artifact.json,
repair,pilot,p3_same,three_defects,main,b,1,,search_timeout,search_timeout,,,,,,,,,,,,,0,-9,30015,30015,,,,,/Users/kevin/local-repos/ConcIR/experiments/pilot-v2/results/batches/pilot-v2/raw/p3_same__main__b__r1/attempt-001/artifact.json,
repair,pilot,p3_same,three_defects,main,c,1,,search_timeout,search_timeout,,,,,,,,,,,,,0,-9,30016,30016,,,,,/Users/kevin/local-repos/ConcIR/experiments/pilot-v2/results/batches/pilot-v2/raw/p3_same__main__c__r1/attempt-001/artifact.json,
repair,pilot,p3_same,three_defects,tight,a,1,budget_exhausted,budget_exhausted,complete,verification-budget,,False,FAIL,4,4,4,0,375538,,4,0,0,1,16418,16418,0,20916,True,cb2ee5bfd01d57c0121d5a366c275fd8216063448edf212ab56f8c06917ba6e3,/Users/kevin/local-repos/ConcIR/experiments/pilot-v2/results/batches/pilot-v2/raw/p3_same__tight__a__r1/attempt-001/artifact.json,
repair,pilot,p3_same,three_defects,tight,b,1,budget_exhausted,budget_exhausted,complete,verification-budget,,False,FAIL,4,4,4,0,375538,,4,0,0,1,16373,16373,0,20945,True,9739cbefac1d7aaf1c9262d47028115684b50bd5d3e1ceb52fca66570165a559,/Users/kevin/local-repos/ConcIR/experiments/pilot-v2/results/batches/pilot-v2/raw/p3_same__tight__b__r1/attempt-001/artifact.json,
repair,pilot,p3_same,three_defects,tight,c,1,budget_exhausted,budget_exhausted,complete,verification-budget,,False,FAIL,4,4,4,0,375538,,4,0,0,1,16395,16395,0,20920,True,0d1e49f8c4ea7cbc6113c4286ec4309daa1700b4736d230a02599edabddec951,/Users/kevin/local-repos/ConcIR/experiments/pilot-v2/results/batches/pilot-v2/raw/p3_same__tight__c__r1/attempt-001/artifact.json,
